source,relation,target
INCB052793,approval_status,investigational
Belvarafenib,has_cas_number,1446113-23-0
Belvarafenib,approval_status,investigational
"2-O, 3-O desulfated heparin",approval_status,investigational
Ifebemtinib,has_cas_number,1227948-82-4
Ifebemtinib,approval_status,investigational
Uzansertib,has_cas_number,2088852-47-3
Uzansertib,approval_status,investigational
Lemzoparlimab,has_cas_number,2377483-71-9
Lemzoparlimab,approval_status,investigational
Evorpacept,has_cas_number,2484949-51-9
Evorpacept,approval_status,investigational
JNJ-75276617,approval_status,investigational
Utidelone,approval_status,investigational
Denifanstat,has_cas_number,1399177-37-7
Denifanstat,approval_status,investigational
Crefmirlimab,has_cas_number,2611099-93-3
Crefmirlimab,approval_status,investigational
TTI-101,has_cas_number,432001-19-9
TTI-101,approval_status,investigational
SS1(dsFv)-PE38,approval_status,investigational
DCVax-L,approval_status,investigational
Ad-CEA vaccine,approval_status,investigational
Exarafenib,has_cas_number,2639957-39-2
Exarafenib,approval_status,investigational
OKI-179,approval_status,investigational
Mezigdomide,has_cas_number,2259648-80-9
Mezigdomide,approval_status,investigational
Immunocytokine NHS-IL12,has_cas_number,1807503-77-0
Immunocytokine NHS-IL12,approval_status,investigational
ABBV-514,approval_status,investigational
KIN-3248,approval_status,investigational
Rocapuldencel-T,approval_status,investigational
Loxoribine,has_cas_number,121288-39-9
Loxoribine,approval_status,experimental
PEG-interleukin-2,approval_status,investigational
Picibanil,has_cas_number,39325-01-4
Picibanil,approval_status,investigational
ADVM-053,approval_status,investigational
OTL-103,approval_status,investigational
Strimvelis,approval_status,investigational
RP-L201,approval_status,investigational
EI-001,approval_status,investigational
NTLA-2002,approval_status,investigational
FB-825,approval_status,investigational
NP-6A4,approval_status,investigational
Hemoximer,approval_status,investigational
Ixmyelocel-T,approval_status,investigational
Acecainide,has_cas_number,32795-44-1
Acecainide,approval_status,investigational
Emprumapimod,has_cas_number,765914-60-1
Emprumapimod,approval_status,investigational
GC5107,approval_status,investigational
CY-1503,has_cas_number,168678-84-0
CY-1503,approval_status,investigational
Rexlemestrocel-L,has_cas_number,2172954-10-6
Rexlemestrocel-L,approval_status,investigational
CDX-1135,approval_status,investigational
Propagermanium,has_cas_number,12758-40-6
Propagermanium,approval_status,investigational
NDI-5001,has_cas_number,1365571-66-9
NDI-5001,approval_status,investigational
CDX-6210,approval_status,investigational
Lademirsen,has_cas_number,1404019-95-9
Lademirsen,approval_status,investigational
Intermedine,has_cas_number,581-05-5
Intermedine,approval_status,investigational
Anaritide,has_cas_number,95896-08-5
Anaritide,approval_status,investigational
Ergothioneine,has_cas_number,497-30-3
Ergothioneine,approval_status,investigational
PXL-770 free acid anhydrous,approval_status,investigational
Mubodina,approval_status,investigational
OCE-205,approval_status,investigational
Labafenogene marselecobac,approval_status,investigational
Sinbaglustat,has_cas_number,441061-33-2
Sinbaglustat,approval_status,investigational
PPI-1040,has_cas_number,1436673-69-6
PPI-1040,approval_status,investigational
6-[18F]-Fluoro-L-m-tyrosine,has_cas_number,128592-98-3
6-[18F]-Fluoro-L-m-tyrosine,approval_status,investigational
KL1333,has_cas_number,1800405-30-4
KL1333,approval_status,investigational
Clervonafusp alfa,has_cas_number,2145123-44-8
Clervonafusp alfa,approval_status,investigational
Cyclocreatine,has_cas_number,35404-50-3
Cyclocreatine,approval_status,investigational
ARO-APOC3,approval_status,investigational
ARO-ANG3,approval_status,investigational
L-Cycloserine,has_cas_number,339-72-0
L-Cycloserine,approval_status,investigational
Tividenofusp alfa,has_cas_number,2641020-57-5
Tividenofusp alfa,approval_status,investigational
INZ-701,approval_status,investigational
AGT-182,approval_status,investigational
Exaluren,has_cas_number,1375073-93-0
Exaluren,approval_status,investigational
RGX-111,approval_status,investigational
AAV2/8.TBG.hARSB,approval_status,investigational
Progerinin,approval_status,investigational
Nedosiran,has_cas_number,2266591-83-5
Nedosiran,has_state,liquid
Nedosiran,approval_status,approved
LH-708,has_cas_number,1616758-14-5
LH-708,approval_status,investigational
JLK-247,approval_status,investigational
AT845,approval_status,investigational
RGX-501,approval_status,investigational
Phosphocysteamine,has_cas_number,5746-40-7
Phosphocysteamine,approval_status,investigational
Ammonium tetrathiomolybdate,has_cas_number,15060-55-6
Ammonium tetrathiomolybdate,approval_status,investigational
AEM-28,approval_status,investigational
AEM-28-14,approval_status,investigational
TAK-611,approval_status,investigational
EGT-101,approval_status,investigational
VTX-801,approval_status,investigational
RP-A501,approval_status,investigational
EGT-201,approval_status,investigational
EGT-301,approval_status,investigational
AVR-RD-02,approval_status,investigational
AVR-RD-01,approval_status,investigational
OTL-201,approval_status,investigational
Reloxiliase,approval_status,investigational
AL-01211,approval_status,investigational
ABX1100,approval_status,investigational
MRT5201,approval_status,investigational
Tralesinidase alfa,has_cas_number,1808916-28-0
Tralesinidase alfa,approval_status,investigational
ACTUS-101,approval_status,investigational
ACG-801,approval_status,investigational
PEG-Glucocerebrosidase,approval_status,investigational
RP-L301,approval_status,investigational
Mavodelpar,has_cas_number,942594-93-6
Mavodelpar,approval_status,investigational
DCR-PH1,approval_status,investigational
rAAV9-rsATP7A,approval_status,investigational
Reveglucosidase alfa,has_cas_number,1446198-96-4
Reveglucosidase alfa,approval_status,investigational
SYNB1353,approval_status,investigational
SYNB1020,approval_status,investigational
mRNA-3705,approval_status,investigational
mRNA-3927,approval_status,investigational
VK-0214,has_cas_number,852949-30-5
VK-0214,approval_status,investigational
Recombinant human arylsulfatase A,approval_status,investigational
Recombinant human alkaline phosphatase,approval_status,investigational
Recombinant human highly phosphorylated acid alpha-glucosidase,approval_status,investigational
"Porphobilinogen deaminase, human recombinant",approval_status,investigational
Vanglusagene ensiparvovec,has_cas_number,2382896-00-4
Vanglusagene ensiparvovec,approval_status,investigational
Oxabact,approval_status,investigational
Pegtibatinase,approval_status,investigational
Alpha-D-mannose 1-phosphate,has_cas_number,15978-07-1
Alpha-D-mannose 1-phosphate,approval_status,investigational
PRX-ASL,approval_status,investigational
PRX-OTC,approval_status,investigational
RGX-121,approval_status,investigational
GTP-506,approval_status,investigational
ARCT-810,approval_status,investigational
HMI-103,approval_status,investigational
LB-001,approval_status,investigational
LV-FAH,approval_status,investigational
CAM-GM201,approval_status,investigational
NZ-1002,approval_status,investigational
Trisaccharide A,has_cas_number,49777-13-1
Trisaccharide A,approval_status,investigational
Trisaccharide B,has_cas_number,49777-14-2
Trisaccharide B,approval_status,investigational
AGT-184,approval_status,investigational
Vamifeport,has_cas_number,2095668-10-1
Vamifeport,approval_status,investigational
Amotosalen,has_cas_number,161262-29-9
Amotosalen,approval_status,investigational
Zinc mesoporphyrin,has_cas_number,14354-67-7
Zinc mesoporphyrin,approval_status,investigational
Heterologous human adult liver derived progenitor cells,approval_status,investigational
ASP-8731,has_cas_number,2488255-42-9
ASP-8731,approval_status,investigational
VAD-044,approval_status,investigational
SerpinPC,approval_status,investigational
DTX-101,approval_status,investigational
BBM-H803,approval_status,investigational
MZE001,approval_status,investigational
WP-1301,has_cas_number,1609460-62-9
WP-1301,approval_status,investigational
Coagulin-B,approval_status,investigational
BBM-H901,approval_status,investigational
Isobutyramide,has_cas_number,563-83-7
Isobutyramide,approval_status,investigational
"2,2-Dimethylbutyrate",has_cas_number,595-37-9
"2,2-Dimethylbutyrate",approval_status,investigational
Dalcinonacog alfa,approval_status,investigational
SAR445136,approval_status,investigational
Rilzabrutinib,has_cas_number,1575591-66-0
Rilzabrutinib,approval_status,investigational
SIG-007,approval_status,investigational
CB-010,approval_status,investigational
ATX-F8-117,approval_status,investigational
MaxAdFVIII,approval_status,investigational
Thalagen,approval_status,investigational
MOD-5014,approval_status,investigational
Vensobafusp alfa,has_cas_number,2724922-85-2
Vensobafusp alfa,approval_status,experimental
TT 173,approval_status,investigational
mRNA-3351,approval_status,experimental
NM3086,approval_status,experimental
Pegylated carboxyhemoglobin (bovine),approval_status,investigational
Astragalus mongholicus root polysaccharides,approval_status,investigational
OMS906,approval_status,investigational
Mozafancogene autotemcel,approval_status,investigational
Rusfertide,has_cas_number,1628323-80-7
Rusfertide,approval_status,investigational
Marstacimab,has_cas_number,1985638-39-8
Marstacimab,approval_status,investigational
CSL-689,approval_status,investigational
RLYB212,approval_status,investigational
Valziflocept,has_cas_number,1804910-11-9
Valziflocept,approval_status,investigational
Recombinant Factor XIII (human),approval_status,investigational
NKTT-120,approval_status,investigational
Aconiazide,has_cas_number,13410-86-1
Aconiazide,approval_status,investigational
Nix-0699,approval_status,investigational
Carbovir,has_cas_number,118353-05-2
Carbovir,approval_status,investigational
JNJ-1802,has_cas_number,2043343-94-6
JNJ-1802,approval_status,investigational
Ajoene,has_cas_number,92285-01-3
Ajoene,approval_status,investigational
Pocapavir,has_cas_number,146949-21-5
Pocapavir,approval_status,investigational
BTZ-043,has_cas_number,1161233-85-7
BTZ-043,approval_status,investigational
Allopurinol riboside,has_cas_number,16220-07-8
Allopurinol riboside,approval_status,investigational
HPA-23,has_cas_number,89899-81-0
HPA-23,approval_status,investigational
Ammonium trichlorotellurate,has_cas_number,106566-58-9
Ammonium trichlorotellurate,approval_status,investigational
MBP-091,approval_status,investigational
Aphidicolin,has_cas_number,38966-21-1
Aphidicolin,approval_status,investigational
Fecal microbiota,approval_status,approved
Valine-valine-ganciclovir,has_cas_number,897937-73-4
Valine-valine-ganciclovir,approval_status,investigational
Tubimod,approval_status,investigational
Allogeneic cytomegalovirus-specific cytotoxic T lymphocytes,approval_status,investigational
Exbivirumab,has_cas_number,569658-80-6
Exbivirumab,approval_status,investigational
Libivirumab,has_cas_number,569658-79-3
Libivirumab,approval_status,investigational
AQ-13,has_cas_number,169815-40-1
AQ-13,approval_status,investigational
Oleylphosphocholine,has_cas_number,76622-80-5
Oleylphosphocholine,approval_status,investigational
Influenza A Virus A/Sydney/5/2021 SAN-013 (H1N1) antigen (formaldehyde inactivated),approval_status,approved
Tuvirumab,has_cas_number,138660-97-6
Tuvirumab,approval_status,investigational
Bos taurus colostrum immunoglobulins,approval_status,investigational
Telacebec,has_cas_number,1334719-95-7
Telacebec,approval_status,investigational
Staphylococcus aureus immune globulin (human),approval_status,investigational
Dideoxyadenosine,has_cas_number,4097-22-7
Dideoxyadenosine,approval_status,investigational
VT-1598,has_cas_number,2089320-99-8
VT-1598,approval_status,investigational
Quilseconazole,has_cas_number,1340593-70-5
Quilseconazole,approval_status,investigational
Navuridine,has_cas_number,84472-85-5
Navuridine,approval_status,investigational
K-777,has_cas_number,502960-90-9
K-777,approval_status,investigational
Poloxamer 331,approval_status,investigational
"Respiratory syncytial virus vaccine, adjuvanted",has_state,liquid
"Respiratory syncytial virus vaccine, adjuvanted",approval_status,approved
MCMV5322A,approval_status,investigational
MCMV3068A,approval_status,investigational
Respigam,approval_status,investigational
Zamerovimab,has_cas_number,2419087-87-7
Zamerovimab,approval_status,investigational
Mazorelvimab,has_cas_number,2419087-89-9
Mazorelvimab,approval_status,investigational
EF-022,approval_status,investigational
Flubentylosin,has_cas_number,1809266-03-2
Flubentylosin,approval_status,investigational
Quabodepistat,has_cas_number,1883747-71-4
Quabodepistat,approval_status,investigational
Sevirumab,has_cas_number,138660-96-5
Sevirumab,approval_status,investigational
Remune,approval_status,investigational
Porgaviximab,has_cas_number,1792982-55-8
Porgaviximab,approval_status,investigational
Cosfroviximab,has_cas_number,1792982-57-0
Cosfroviximab,approval_status,investigational
Larcaviximab,has_cas_number,1792982-56-9
Larcaviximab,approval_status,investigational
MBL-HCV1,approval_status,investigational
TCN-202,approval_status,investigational
AQ-13 free base,has_cas_number,32571-49-6
AQ-13 free base,approval_status,investigational
Edobacomab,has_cas_number,141410-98-2
Edobacomab,approval_status,investigational
MVA-mBN226B,approval_status,investigational
VAC-52150,approval_status,investigational
Recombinant soluble human CD4,approval_status,investigational
Cry5B,approval_status,investigational
Pravibismane,has_cas_number,175880-68-9
Pravibismane,approval_status,investigational
Cryptosporidium immune globulin,approval_status,investigational
Pagibaximab,has_cas_number,595566-61-3
Pagibaximab,approval_status,investigational
Polyhexamethyleneguanidine,has_cas_number,31961-54-3
Polyhexamethyleneguanidine,approval_status,investigational
Rivabazumab pegol,has_cas_number,1613506-32-3
Rivabazumab pegol,approval_status,investigational
Octovalent O-polysaccharide-toxin A conjugate vaccine,approval_status,investigational
MOR-22,approval_status,investigational
INM004,approval_status,investigational
IMT504,approval_status,investigational
BAL200,approval_status,investigational
VE303,approval_status,investigational
"Japanese Encephalitis Vaccine, Inactivated, Adsorbed",approval_status,approved
VL-2397,has_cas_number,1186200-57-6
VL-2397,approval_status,investigational
CY 1899,approval_status,investigational
AVP-21D9,approval_status,investigational
AVI-7287,approval_status,investigational
AVI-7288,approval_status,investigational
BF-844,has_cas_number,1404506-35-9
BF-844,approval_status,investigational
Docaravimab,has_cas_number,2247196-23-0
Docaravimab,approval_status,investigational
Miromavimab,has_cas_number,2247163-73-9
Miromavimab,approval_status,investigational
N-9-Methoxynonyldeoxynojirimycin,has_cas_number,615253-61-7
N-9-Methoxynonyldeoxynojirimycin,approval_status,investigational
North-methanocarbathymidine,has_cas_number,156126-12-4
North-methanocarbathymidine,approval_status,investigational
Urtoxazumab,has_cas_number,502496-16-4
Urtoxazumab,approval_status,investigational
West Nile immune globulin,approval_status,investigational
Hantaan virus DNA vaccine,approval_status,investigational
Puumala virus DNA vaccine,approval_status,investigational
LJP-538,approval_status,investigational
LJP-539,approval_status,investigational
Recombinant human CD4 immunoglobulin G,approval_status,investigational
Hepatitis C immune globulin (human),approval_status,investigational
Lenvervimab,has_cas_number,2055006-79-4
Lenvervimab,approval_status,investigational
CHF-6333,has_cas_number,1613621-54-7
CHF-6333,approval_status,investigational
LAS-191954,has_cas_number,1403947-26-1
LAS-191954,approval_status,investigational
BHV-5000,approval_status,investigational
Dextran 1,approval_status,investigational
Apc001,approval_status,investigational
BC9KBY85WY,has_cas_number,1259013-14-3
BC9KBY85WY,approval_status,investigational
Tapencarium,approval_status,investigational
Dihydrouridine,has_cas_number,5627-05-4
Dihydrouridine,approval_status,investigational
Perfluorohexyloctane,has_cas_number,133331-77-8
Perfluorohexyloctane,has_state,liquid
Perfluorohexyloctane,approval_status,approved
ACP-015,approval_status,investigational
Cannabidiolic acid methyl ester,approval_status,investigational
SIG-001,approval_status,investigational
VaxSyn,approval_status,investigational
Humanized monoclonal antibody Hu1B7,approval_status,investigational
Humanized monoclonal antibody Hu11E6,approval_status,investigational
Recombinant botulinum A/B vaccine,approval_status,investigational
Beremagene geperpavec,has_cas_number,2241888-62-8
Beremagene geperpavec,approval_status,approved
Tinlarebant,has_cas_number,1821327-95-0
Tinlarebant,approval_status,investigational
Dimericine,approval_status,investigational
INO-4995,has_cas_number,868171-91-9
INO-4995,approval_status,investigational
Ultevursen,has_cas_number,2642382-41-8
Ultevursen,approval_status,investigational
ENTR-601-44,approval_status,investigational
DS-1211,has_cas_number,19764-30-8
DS-1211,approval_status,investigational
CUR-1916,approval_status,investigational
Nacystelyn,has_cas_number,89344-48-9
Nacystelyn,approval_status,investigational
AGA2115,approval_status,investigational
CDX-6512,approval_status,investigational
OAV201,approval_status,investigational
RST-001,approval_status,investigational
Sonpiretigene isteparvovec,approval_status,investigational
BAX 335,approval_status,investigational
AMT-080,approval_status,investigational
GS030-DP,approval_status,investigational
WVE-N531,approval_status,investigational
tgAAVCF,approval_status,investigational
TAK-754,approval_status,investigational
Flotufolastat F-18,has_cas_number,2639294-14-5
Flotufolastat F-18,has_state,solid
Flotufolastat F-18,approval_status,approved
Baliforsen,has_cas_number,1698048-23-5
Baliforsen,approval_status,investigational
OCU-100,approval_status,investigational
rsATP7A cDNA,approval_status,investigational
AAV1-FS344,approval_status,investigational
Soraprazan,has_cas_number,261944-46-1
Soraprazan,approval_status,investigational
AAV-AIPL,approval_status,investigational
CTx-PDE6b,approval_status,investigational
MEDI-491,approval_status,investigational
MP4CO,approval_status,investigational
GsMtx-4,approval_status,investigational
Skin-derived ABCB5-positive Mesenchymal Stem cells,approval_status,investigational
"Potassium (Benzenesulfonyl)({[6-(3-{2-[1-(Trifluoromethyl)Cyclopropyl]Ethoxy}-1H-Pyrazol-1-Yl)-2-[(4S)-2,2,4-Trimethylpyrrolidin-1-Yl]Pyridin-3-Yl]Carbonyl})Azanide",approval_status,investigational
SAR-439459,approval_status,investigational
Brevenal,has_cas_number,776331-34-1
Brevenal,approval_status,investigational
SPL23-2,approval_status,investigational
QR-313,approval_status,investigational
QRX-411,approval_status,investigational
QR-1123,approval_status,investigational
WVE-003,approval_status,investigational
Bifidobacterium Longum Infantis 35624,approval_status,investigational
Pro-Pro-Thr-Val-Pro-Thr-Arg,has_cas_number,1616927-79-7
Pro-Pro-Thr-Val-Pro-Thr-Arg,approval_status,investigational
Depelestat,has_cas_number,506433-25-6
Depelestat,approval_status,investigational
OMS-824,has_cas_number,1207549-69-6
OMS-824,approval_status,investigational
Proinsulin human,has_cas_number,67422-14-4
Proinsulin human,approval_status,investigational
"Bis(2,2-dimethylpropanoyloxymethyl) VK-0214",has_cas_number,1282618-49-8
"Bis(2,2-dimethylpropanoyloxymethyl) VK-0214",approval_status,investigational
S-Nitrosoglutathione,has_cas_number,57564-91-7
S-Nitrosoglutathione,approval_status,investigational
Dabocemagene autoficel,has_cas_number,2365353-63-3
Dabocemagene autoficel,approval_status,investigational
Bacteroides thetaiotaomicron,approval_status,investigational
AAV-dXIAP,approval_status,investigational
NGGT-002,approval_status,investigational
Epitalon,has_cas_number,307297-39-8
Epitalon,approval_status,investigational
GT-AS,approval_status,investigational
Gentamicin C2,has_cas_number,25876-11-3
Gentamicin C2,approval_status,investigational
MANF,approval_status,investigational
FOV 2501,approval_status,investigational
Recombinant human type VII collagen,approval_status,investigational
Recombinant Alpha-1-antitrypsin,has_cas_number,122320-05-2
Recombinant Alpha-1-antitrypsin,approval_status,investigational
Exon 55 specific phosphorothioate oligonucleotide,approval_status,investigational
Human allogeneic bone marrow derived osteoblastic cells,approval_status,investigational
Fazirsiran,has_cas_number,2175009-08-0
Fazirsiran,approval_status,investigational
TAK-603,has_cas_number,158146-85-1
TAK-603,approval_status,investigational
Gallium citrate,has_cas_number,27905-02-8
Gallium citrate,approval_status,investigational
Senlizumab,has_cas_number,336128-48-4
Senlizumab,approval_status,investigational
Prademagene zamikeracel,has_cas_number,2088280-15-1
Prademagene zamikeracel,approval_status,investigational
Exon 45 specific phosphorothioate oligonucleotide,approval_status,investigational
Exon 52 specific phosphorothioate oligonucleotide,approval_status,investigational
Recombinant human galactocerebrosidase,approval_status,investigational
Recifercept,has_cas_number,2226238-09-9
Recifercept,approval_status,investigational
PTR-01,approval_status,investigational
rAAVrh74.MCK.GALGT2,approval_status,investigational
Apc001PE,approval_status,investigational
Nomlabofusp,has_cas_number,2548202-05-5
Nomlabofusp,approval_status,investigational
Haptoglobulin (human),approval_status,investigational
GIVI-MPC,approval_status,investigational
jCell,approval_status,investigational
Human umbilical tissue derived cells,approval_status,investigational
SAR422459,approval_status,investigational
SAR421869,approval_status,investigational
SNSP113,approval_status,investigational
CEQ508,approval_status,investigational
TP-252,has_cas_number,1841444-50-5
TP-252,approval_status,investigational
Expanded human allogeneic neural retinal progenitor cells extracted from neural retina,approval_status,investigational
Sorghum,approval_status,investigational
NeuroCell-HD,approval_status,investigational
ALX-009,approval_status,investigational
pGM169/GL67A,approval_status,investigational
TOL2,approval_status,investigational
CPP-115 free base,has_cas_number,640897-20-7
CPP-115 free base,approval_status,investigational
NPT520-34,approval_status,investigational
DYN-101,approval_status,investigational
AMT-162,approval_status,investigational
ATI-355,approval_status,investigational
Tominersen,has_cas_number,1709886-74-7
Tominersen,approval_status,investigational
Autologous adipose derived mesenchymal stromal cells,approval_status,investigational
Autologous cord blood,approval_status,investigational
ASN90,approval_status,investigational
TTAX01,approval_status,investigational
DaxibotulinumtoxinA,has_cas_number,93384-43-1
DaxibotulinumtoxinA,has_state,liquid
DaxibotulinumtoxinA,approval_status,approved
Methylliberine,has_cas_number,51168-26-4
Methylliberine,approval_status,investigational
Engensis,approval_status,investigational
IR-901,has_cas_number,146446-23-3
IR-901,approval_status,investigational
Lexanersen,has_cas_number,2073015-40-2
Lexanersen,approval_status,investigational
Debamestrocel,approval_status,investigational
INT41,approval_status,investigational
"Isoindolin-1,3-Dithione",has_cas_number,18138-19-7
"Isoindolin-1,3-Dithione",approval_status,investigational
ALMB-0166,approval_status,investigational
PMX-205,has_cas_number,514814-49-4
PMX-205,approval_status,investigational
Pterostilbene,has_cas_number,18259-15-9
Pterostilbene,approval_status,investigational
Suvodirsen,has_cas_number,2095270-67-8
Suvodirsen,approval_status,investigational
NeuroCell-PD,approval_status,investigational
RGX-181,approval_status,investigational
AVXS-301,approval_status,investigational
OPC1,approval_status,investigational
Bepranemab,has_cas_number,2244960-75-4
Bepranemab,approval_status,investigational
RTL-1000,has_cas_number,1391875-03-8
RTL-1000,approval_status,investigational
AP-101,approval_status,investigational
HER-902,approval_status,investigational
Recombinant human palmitoyl-protein thioesterase-1,approval_status,investigational
OT-15,approval_status,investigational
ABO-201,approval_status,investigational
CNM-Au8,approval_status,investigational
Human Embryonic Stem Cell-derived Astrocytes,approval_status,investigational
NSI-566,approval_status,investigational
Palucorcel,approval_status,investigational
FB-101,approval_status,experimental
RPI-MN,approval_status,investigational
SRP-9005,approval_status,investigational
"Human ciliary neurotrophic factor, recombinant (E. coli)",approval_status,investigational
Donislecel,approval_status,approved
GALE-302,approval_status,investigational
PIKA rabies vaccine,approval_status,investigational
Tonabacase,has_cas_number,1788041-31-5
Tonabacase,approval_status,investigational
Tilorone,has_cas_number,27591-97-5
Tilorone,approval_status,investigational
Humate-P,approval_status,investigational
INO-4913,approval_status,investigational
2-O-desulfated heparin,approval_status,investigational
Edotreotide,has_cas_number,204318-14-9
Edotreotide,approval_status,investigational
MT1621,approval_status,investigational
C-Alpha-stx2,approval_status,investigational
C-Alpha-stx1,approval_status,investigational
SPK-1001,approval_status,investigational
Posoleucel,approval_status,investigational
Viralym-C,approval_status,investigational
HOV-12020,approval_status,investigational
Murizatoclax,has_cas_number,2245848-05-7
Murizatoclax,approval_status,investigational
ISIS-333611,has_cas_number,937407-37-9
ISIS-333611,approval_status,investigational
Dapiclermin,has_cas_number,444069-80-1
Dapiclermin,approval_status,investigational
Recombinant human palmitoyl protein thioesterase-1,approval_status,investigational
Nano-diamino-tetrac,approval_status,investigational
Tabituximab barzuxetan yttrium Y-90,approval_status,investigational
MM-111,has_cas_number,1361108-53-3
MM-111,approval_status,investigational
BQ-788,has_cas_number,156161-89-6
BQ-788,approval_status,investigational
BLU-9931,has_cas_number,1538604-68-0
BLU-9931,approval_status,investigational
Baloramotide,has_cas_number,2207581-19-7
Baloramotide,approval_status,investigational
Yttrium Y-90 Labetuzumab,has_cas_number,501423-27-4
Yttrium Y-90 Labetuzumab,approval_status,investigational
Ivospemin,has_cas_number,748119-79-1
Ivospemin,approval_status,investigational
PLX-R18,approval_status,investigational
PLX-PAD,approval_status,investigational
Tositumomab I-131,has_cas_number,192391-48-3
Tositumomab I-131,approval_status,investigational
Lotilaner,has_cas_number,1369852-71-0
Lotilaner,has_state,solid
Lotilaner,approval_status,approved
Profadol,has_cas_number,428-37-5
Profadol,approval_status,investigational
Influenza A Virus A/Victoria/4897/2022 IVR-238 (H1N1) antigen (formaldehyde inactivated),approval_status,approved
Influenza A virus A/West Virginia/30/2022 (H1N1) Recombinant Hemagglutinin Antigen,approval_status,approved
"Influenza A virus A/Georgia/12/2022 CVR-167 (H1N1) Antigen (MDCK cell derived, propiolactone inactivated)",approval_status,approved
Influenza A virus A/Victoria/4897/2022 IVR-238 (H1N1) Antigen (propiolactone inactivated),approval_status,approved
"Influenza A virus A/Victoria/4897/2022 IVR-238 (H1N1) Antigen (UV, formaldehyde inactivated)",approval_status,approved
Acoramidis,has_cas_number,1446711-81-4
Acoramidis,has_state,solid
Acoramidis,approval_status,investigational
Algestone,has_cas_number,595-77-7
Algestone,approval_status,experimental
Neutral Protamine Hagedorn (NPH) insulin,has_cas_number,503621-56-5
Neutral Protamine Hagedorn (NPH) insulin,approval_status,approved
Lomifylline,has_cas_number,10226-54-7
Lomifylline,approval_status,approved
APT-101,has_cas_number,2100848-01-7
APT-101,approval_status,investigational
VPO-227,has_cas_number,1314873-02-3
VPO-227,approval_status,investigational
MC-16,has_cas_number,2036329-47-0
MC-16,approval_status,investigational
LP-284,has_cas_number,2412580-47-1
LP-284,approval_status,investigational
Dersimelagon,has_cas_number,1835256-48-8
Dersimelagon,approval_status,investigational
Etrinabdione,has_cas_number,1818428-24-8
Etrinabdione,approval_status,investigational
AB-001,has_cas_number,2663700-89-6
AB-001,approval_status,investigational
Emvododstat,has_cas_number,1219951-09-3
Emvododstat,approval_status,investigational
BMS-986278,has_cas_number,2170126-74-4
BMS-986278,approval_status,investigational
Vemircopan,has_cas_number,2086178-00-7
Vemircopan,approval_status,investigational
Udonitrectag,has_cas_number,1458063-04-1
Udonitrectag,approval_status,investigational
BSG-005,approval_status,investigational
MRT-2359,has_cas_number,2803881-11-8
MRT-2359,approval_status,investigational
MRTX-1719,has_cas_number,2630904-44-6
MRTX-1719,approval_status,investigational
Bersiporocin,has_cas_number,2241808-52-4
Bersiporocin,approval_status,investigational
LJ-2698,has_cas_number,945457-84-1
LJ-2698,approval_status,investigational
LY3295668,has_cas_number,1919888-06-4
LY3295668,approval_status,investigational
DT2216,has_cas_number,2365172-42-3
DT2216,approval_status,investigational
BAP5191,approval_status,investigational
AVA-4746,has_cas_number,422268-99-3
AVA-4746,approval_status,investigational
AGF-94,has_cas_number,136784-51-5
AGF-94,approval_status,investigational
ICG-001,has_cas_number,780757-88-2
ICG-001,approval_status,investigational
Dazucorilant,has_cas_number,1496508-34-9
Dazucorilant,approval_status,investigational
HL001,has_cas_number,1186371-31-2
HL001,approval_status,investigational
DI-87,has_cas_number,2107280-55-5
DI-87,approval_status,investigational
Azenosertib,has_cas_number,2376146-48-2
Azenosertib,approval_status,investigational
"24,25-Dihydroxycholecalciferol",has_cas_number,40013-87-4
"24,25-Dihydroxycholecalciferol",approval_status,investigational
Ritivixibat,has_cas_number,2460667-52-9
Ritivixibat,approval_status,investigational
Linafexor,has_cas_number,2499656-04-9
Linafexor,approval_status,investigational
Allogenic bone marrow-derived mesenchymal stem cells,approval_status,investigational
"3-(4-(1,5-Naphthyridine)imidazole(1,2-a) pyridine-7-(1-phenyl-4-(1-(4-methyl piperazine)))",has_cas_number,1589086-38-3
"3-(4-(1,5-Naphthyridine)imidazole(1,2-a) pyridine-7-(1-phenyl-4-(1-(4-methyl piperazine)))",approval_status,investigational
"3-(4-(8-Fluoroquinoline) imidazole(1,2-a)pyridine-7-(1-phenyl-4-(1-(4-methyl piperazine)",has_cas_number,1589086-32-7
"3-(4-(8-Fluoroquinoline) imidazole(1,2-a)pyridine-7-(1-phenyl-4-(1-(4-methyl piperazine)",approval_status,investigational
ABSK-012,has_cas_number,2271209-99-3
ABSK-012,approval_status,investigational
3-(3-(6-Guanidino-1-oxoisoindolin-2yl)propanamido)-3-(pyridine-3yl)propanoic acid,has_cas_number,1445836-51-0
3-(3-(6-Guanidino-1-oxoisoindolin-2yl)propanamido)-3-(pyridine-3yl)propanoic acid,approval_status,investigational
SBT-272,has_cas_number,2356106-71-1
SBT-272,approval_status,investigational
Buloxibutid,has_cas_number,477775-14-7
Buloxibutid,approval_status,investigational
PF-06842874,has_cas_number,2516247-98-4
PF-06842874,approval_status,investigational
NP-10679,has_cas_number,2914889-88-4
NP-10679,approval_status,investigational
Bezuclastinib,has_cas_number,1616385-51-3
Bezuclastinib,approval_status,investigational
Idrevloride,has_cas_number,1416973-63-1
Idrevloride,approval_status,investigational
"3',3-diselenodipropionic acid",has_cas_number,7370-58-3
